id,title,content,type,is_vignette,is_random,created_at,updated_at
423,BE18718-UI55,,multiple-choice,0,1,2018-07-16 20:29:07,2018-07-16 23:48:14
424,BE18718-UI57,,multiple-choice,0,1,2018-07-16 23:49:06,2018-11-20 05:38:10
425,BE18718-UI60,,multiple-choice,0,1,2018-07-16 23:51:21,2018-07-16 23:51:21
426,BE18718-UI61,,multiple-choice,0,1,2018-07-17 00:01:10,2018-11-20 05:20:28
427,BE18718-UI64,,multiple-choice,0,1,2018-07-17 00:04:16,2018-11-20 05:37:45
428,BE18718-UI65,,multiple-choice,0,1,2018-07-17 00:06:00,2018-07-17 00:06:00
429,BE18718-UI66,,multiple-choice,0,1,2018-07-17 00:08:34,2018-07-17 00:08:34
430,BE18718-UI74,,multiple-choice,0,1,2018-07-17 00:11:37,2018-07-17 00:11:37
431,BE18718-UI75,,multiple-choice,0,1,2018-07-17 00:15:03,2018-07-17 00:15:03
432,BE18718-UI76,,multiple-choice,0,1,2018-07-17 00:18:00,2018-07-17 00:18:00
433,ELECTIVE BALI 1,<p>A 4 months old baby with the deformity on both of his feet. The baby is active and able to roll over.</p>,essay,1,0,2018-08-04 07:22:38,2018-08-04 08:07:01
434,BE191218-HAND1,"<p>A 42 years old female maid complaining pain at her radial sided wrist, she denies previous trauma</p>",essay,1,0,2018-12-02 09:57:15,2018-12-02 10:12:02
435,BE191218-HAND2,"<div>An 18-months-old boy comes to your office accompanied by his parents who have recently noticed that while he is using his hand, he appears unable to extend his thumb fully.</div>

<p>The child is able to use his hand very well, does not appear to be in any pain. The x-ray is shown no abnormality.</p>",essay,1,0,2018-12-02 10:12:24,2018-12-02 10:16:04
436,BE191218-HAND3,"<p>A boy, 10 y.o, came with prominence in front of right elbow. History of trauma 3 years ago after fell from his bike. No pain with full ROM</p>",essay,1,0,2018-12-02 10:16:22,2018-12-02 10:20:24
437,BE191218-hand4,"<div>A 34-year-old man presents to the emergency department with pain in his left small finger. He reports that he was cutting meat when his knife slipped and punctured the volar surface of his proximal phalanx. It did not bleed, and he did not seek further medical treatment.</div>

<p>He presents with pain in passive extension of the finger, fusiform swelling.</p>",essay,1,0,2018-12-02 10:22:28,2018-12-11 13:11:17
438,BE191218-HAND5,"<p>A 50 year old male. Patient with mid shaft humerus fracture nine months ago. Without radial nerve lesion</p>

<p>Prior U-slab fixation.</p>

<p>Patient refused surgery.</p>",essay,1,0,2018-12-02 10:24:59,2018-12-02 10:28:38
439,BE191218-SPINE1,"<p>Male 26 years old, have a stab wound on posterior of&nbsp; the neck, after street&nbsp; fighting&nbsp; two hours before admission. Physical examination reveal total&nbsp; right hemiplegia , no abnormal finding in the cranial nerves.</p>",essay,1,0,2018-12-02 11:17:54,2018-12-02 11:27:19
440,BE191218-SPINE2,"<p>Female 42 years old , come to A&amp;E Dept with&nbsp; main complain severe pain on right lower&nbsp; leg and unable to extend the right big toe&nbsp; ( 2/5, LMN type) and micturition problem</p>",essay,1,0,2018-12-02 11:27:37,2018-12-02 11:30:34
441,BE191218-SPINE3,<p>This is&nbsp; a CT scan imaging of a 27 years old male suffered from total paraplegia of both lower extremities after RTA</p>,essay,1,0,2018-12-02 11:30:51,2018-12-02 11:33:20
442,BE191218-SPINE4,<p>Regarding this injury</p>,essay,1,0,2018-12-02 11:33:37,2018-12-02 11:36:18
443,BE191218-SPINE5,"<p>A 64-year-old man admitted to A&amp;E Departement with severe back pain since 5 months ago,&nbsp; but since a weeks ago ,&nbsp; he got fevers, and chills. He also has difficulty in walking (muscle power 3/5), No history of trauma, he have been suffered of diabetes mellitus since 5 years ago. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>Vital Sign : BP : 120/80, pulse : 98/mnt, RR : 16/mnt, Temperature : 39,8⁰C</p>

<p>Laboratory finding :&nbsp; Hb : 11,2 ; Leuco :&nbsp; 21.000; ESR: 105 ; Blood Glucose 315 ; Creatinine : 2,4</p>",essay,1,0,2018-12-02 11:36:36,2018-12-02 11:41:49
444,BE191218-1,,multiple-choice,0,1,2018-12-02 19:20:00,2018-12-02 19:20:00
445,BE191218-2,,multiple-choice,0,1,2018-12-02 19:22:42,2018-12-02 19:22:42
446,BE191218-3,,multiple-choice,0,1,2018-12-02 19:24:21,2018-12-02 19:24:21
447,BE191218-4,,multiple-choice,0,1,2018-12-02 19:26:18,2018-12-02 19:26:18
448,BE191218-5,,multiple-choice,0,1,2018-12-02 19:27:54,2018-12-02 19:27:54
449,BE191218-6,,multiple-choice,0,1,2018-12-02 19:29:20,2018-12-02 19:29:20
450,BE191218-7,,multiple-choice,0,1,2018-12-02 19:30:59,2018-12-02 19:30:59
451,BE191218-8,,multiple-choice,0,1,2018-12-02 19:32:54,2018-12-02 19:32:54
452,BE191218-9,,multiple-choice,0,1,2018-12-02 19:34:35,2018-12-02 19:34:35
453,BE191218-10/11,"<p>Mrs. Heni came to your clinic bring her 2 months baby with right fracture that happened while she taking bath her baby. This is the third time it happened the first on left leg, the second time in on right lower leg. On Examination you find blue sclerae.</p>",multiple-choice,1,0,2018-12-02 19:36:34,2018-12-02 19:39:27
454,be191218-12,,multiple-choice,0,1,2018-12-02 19:39:52,2018-12-02 19:39:52
455,BE191218-13,,multiple-choice,0,1,2018-12-02 19:45:47,2018-12-02 19:45:47
456,BE191218-14,,multiple-choice,0,0,2018-12-02 19:57:20,2018-12-02 19:57:20
457,BE191218-15/16/17/18,"<p>A 4 year old boy come to the emergency department and diagnose with closed fracture of the left supracondylar humerus extension type Gartland III, From the physical examination you also find swelling and positive Pucker sign in the anterior part of the distal humerus.</p>",multiple-choice,1,0,2018-12-02 19:59:33,2018-12-02 20:05:01
458,BE191218-19,,multiple-choice,0,1,2018-12-02 20:05:28,2018-12-02 20:05:28
459,BE191218-20,,multiple-choice,0,1,2018-12-02 20:15:15,2018-12-02 20:15:15
460,be191218-21,,multiple-choice,0,1,2018-12-02 20:17:33,2018-12-02 20:17:33
461,BE191218-22,,multiple-choice,0,1,2018-12-02 20:20:11,2018-12-02 20:20:11
462,BE191218-23/24/25/26,"<p>A 25 year old female was referred to the emergency of your hospital following a RTA. She was a passenger of a car that had a head to head collision with other car. The physical examination of general condition showed the patient look painful with HR: 112x/min, RR: 28x/min, BP: 110/80 mmHg and T: normal. From the spine evaluation you notice loss of sensory and motor function below Th 10 with seatbelt mark on the anterior part of the chest wall. From the x ray you see posterior to anterior disruption with opening of PLC until the 2/3 of vertebral disc between the levels of Th9 &ndash; Th10</p>",multiple-choice,1,0,2018-12-02 20:22:56,2018-12-02 20:28:35
463,BE191218-27/28/29/30/31,"<p>A 19 year old female runner come to your clinic with pain and discomfort on her right forefoot. She experienced the pain after following intense training to prepare for a marathon for the last 6 months. The pain is felt on and off in the distal part of the 2nd and 3rd metatarsal, occasionally occurred with swelling after her running practice. Despite the condition after the training the patient still able to perform her daily activity without pain.</p>",multiple-choice,1,0,2018-12-02 20:30:20,2018-12-02 20:37:07
464,BE191218-35/36,<p>A 23 year old male come to the clinic complaining the 5th time of having a shoulder dislocation. The last dislocation happened after brushing his hair and spontaneously reduce around 5 minutes afterward.</p>,multiple-choice,1,0,2018-12-03 14:09:23,2018-12-03 14:13:39
465,BE191218-37/38,"<p>A mother come to your clinic complaining her 7 day old baby with a flail right upper extremity. She noticed that the baby&rsquo;s right upper extremity look less active than the left side since after the birth, she also said that it is her first child and the baby birth weight was 4.200 gr with a breech presentation. From the physical examination you found that the shoulder look abnormally adducted and forearm internally rotated.</p>",multiple-choice,1,0,2018-12-03 14:14:23,2018-12-03 14:17:40
466,BE191218-39,,multiple-choice,0,1,2018-12-03 14:17:58,2018-12-03 14:17:58
467,BE191218-40,,multiple-choice,0,1,2018-12-03 14:22:09,2018-12-03 14:22:09
468,BE191218-41,,multiple-choice,0,1,2018-12-03 14:25:26,2018-12-03 14:25:26
469,BE191218-42,,multiple-choice,0,1,2018-12-03 14:27:12,2018-12-03 14:27:12
470,BE191218-43,,multiple-choice,0,1,2018-12-03 14:29:33,2018-12-03 14:29:33
471,BE191218-44,,multiple-choice,0,1,2018-12-03 14:31:36,2018-12-03 14:31:36
472,BE191218-45,,multiple-choice,0,1,2018-12-03 14:33:57,2018-12-03 14:33:57
473,BE191218-46,,multiple-choice,0,1,2018-12-03 14:35:37,2018-12-03 14:35:37
474,BE191218-47,,multiple-choice,0,1,2018-12-03 14:37:24,2018-12-03 14:37:24
475,BE191218-48,,multiple-choice,0,1,2018-12-03 16:04:09,2018-12-03 16:04:09
476,BE191218-49,,multiple-choice,0,1,2018-12-03 16:05:57,2018-12-03 16:05:57
477,BE191218-50,,multiple-choice,0,1,2018-12-03 16:09:08,2018-12-03 16:09:08
478,BE191218-51/52,"<p>&nbsp;</p>

<p>Figures A and B ABOVE are the radiographs of a 70-year-old retired man who falls while skiing and injures his right hip. He had no preceding hip pain. After the fall, he is unable to ambulate and is transferred down the mountain by the ski patrol and taken to a hospital<br />
<br />
.</p>",multiple-choice,1,0,2018-12-03 16:12:28,2018-12-03 16:17:07
479,BE191218-53,,multiple-choice,0,1,2018-12-03 16:17:30,2018-12-03 16:17:30
480,BE191218-54/55,"<p>Figures ABOVE is a boy 4 years old, his parents notice bowing of right leg since birth. There is no trauma before and he also can walk with crutch and&nbsp; have normal growth. His father has same condition with him, that notice bowing of left leg. This boy have a skin with dark spot of on his body</p>",multiple-choice,1,0,2018-12-03 16:19:46,2018-12-03 16:29:57
481,BE191218-56,,multiple-choice,0,1,2018-12-03 16:30:19,2018-12-03 16:30:19
482,BE191218-57/58/59,"<p>A 10-year-old girl has right knee pain related to activity. An avid soccer player, she has noted pain after the first 15 minutes of running but no swelling or mechanical symptoms. Radiographs show a large 2-cm osteochondritis dissecans (OCD) lesion.</p>",multiple-choice,1,0,2018-12-04 18:38:11,2018-12-04 18:42:55
483,BE191218-60,,multiple-choice,0,1,2018-12-04 18:43:37,2018-12-04 18:43:37
484,BE191218-61,,multiple-choice,0,1,2018-12-04 18:48:21,2018-12-04 18:48:21
485,BE191218-62,,multiple-choice,0,1,2018-12-04 18:53:43,2018-12-04 18:53:43
486,BE191218-63,,multiple-choice,0,1,2018-12-04 18:55:18,2018-12-04 18:55:18
487,BE191218-64/65/66/67,,multiple-choice,1,0,2018-12-04 18:57:39,2018-12-04 18:57:39
488,BE191218-68/69,,multiple-choice,1,0,2018-12-06 15:54:33,2018-12-06 15:54:33
489,BE191218-70,,multiple-choice,0,1,2018-12-06 15:59:11,2018-12-06 15:59:11
490,BE191218-71/72/73/74,"<p>A patient with a history of proximal tibia was hit by a motorcycle 4 hours prior to hospital admission. Primary survey is clear with blood pressure 110/60 mmHg. Clinical picture as shown below, patient had pain on passive stretch of toes. Pulsation of dorsalis pedis artery and tibialis posterior artery are still palpable</p>",multiple-choice,1,0,2018-12-06 16:13:46,2018-12-06 16:19:05
491,BE191218-75,,multiple-choice,0,1,2018-12-06 16:20:57,2018-12-06 16:20:57
492,BE191218-76,,multiple-choice,0,1,2018-12-06 16:22:27,2018-12-06 16:22:27
493,BE191218-77/78/79,"<p>Six month&nbsp;before coming to the clinic, an 80-year-old male sustained an open fracture on his left tibia but refuse any medical treatment. Today the patient come again to the hospital with pus draining&nbsp;from the wound and inability to walk. After thorough evaluation, you diagnose this patient with chronic osteomyelitis and non-union of the left tibia due to neglected untreated open fracture Cierny stage 3 type B</p>",multiple-choice,1,0,2018-12-06 16:24:22,2018-12-06 16:28:58
494,BE191218-80/81/82/83,"<p>A 42-year-old man presents to the hospital with pain and swelling of the dorsum of his hand. He reports blunt trauma against a metal shelf, but does not remember a break in the skin. There is a blister of the skin. He reports erythema started approximately 6 hours ago of the hand but it now extends to the wrist. He is febrile to 102 degrees, heart rate is 110, and blood pressure is 92/38. He has significant pain to palpation and induration of the dorsum of the hand</p>",multiple-choice,1,0,2018-12-06 16:29:31,2018-12-06 17:04:55
495,BE191218-84,,multiple-choice,0,1,2018-12-06 17:05:26,2018-12-06 17:05:26
496,BE191218-85,,multiple-choice,0,1,2018-12-06 17:06:56,2018-12-06 17:06:56
497,BE191218-86,,multiple-choice,0,1,2018-12-06 17:09:14,2018-12-06 17:09:14
498,BE191218-87,,multiple-choice,0,1,2018-12-06 17:10:46,2018-12-06 17:10:46
499,BE191218-88,,multiple-choice,0,1,2018-12-11 09:15:39,2018-12-11 09:15:39
500,BE191218-89,,multiple-choice,0,1,2018-12-11 09:17:40,2018-12-11 09:17:40
501,BE191218-90,,multiple-choice,0,1,2018-12-11 09:23:18,2018-12-11 09:23:18
502,BE191218-91,,multiple-choice,0,1,2018-12-11 09:25:02,2018-12-11 09:25:02
503,BE191218-92,,multiple-choice,0,1,2018-12-11 09:31:10,2018-12-11 09:31:10
504,BE191218-93,,multiple-choice,0,1,2018-12-11 09:33:56,2018-12-11 09:33:56
505,BE191218-94,,multiple-choice,0,1,2018-12-11 09:54:10,2018-12-11 09:54:10
506,BE191218-95,,multiple-choice,0,1,2018-12-11 10:16:28,2018-12-11 10:16:28
507,BE191218-96,,multiple-choice,0,1,2018-12-11 10:17:56,2018-12-11 10:17:56
508,BE191218-97,,multiple-choice,0,1,2018-12-11 10:23:48,2018-12-11 10:23:48
509,BE191218-98,,multiple-choice,0,1,2018-12-11 10:26:03,2018-12-11 10:26:03
510,BE191218-99,,multiple-choice,0,1,2018-12-11 10:27:50,2018-12-11 10:27:50
511,BE191218-100,,multiple-choice,0,1,2018-12-11 10:29:21,2018-12-11 10:29:21
512,BE191218-PED1,"<p>A 10 year old boy presented in emergency department after hit by a motorcycle 2 hours before admission. He was unable to move his right lower leg due to pain</p>

<p>The bone fragment on anteromedial was completely detached from soft tissue and could be easily separated off from the remainding bone. Gross meassurement showed that the detached bone fragment is about 50% of the bone circumferential diameter. Neurovascular distal is intact</p>",essay,1,0,2018-12-11 13:11:54,2018-12-12 20:56:57
513,BE191218-PED2,<p>A 6 year old boy complain for lack of complete elbow flexion as well as limitation of terminal pronation and supinationon of his right elbow. He has a history of painfull and swollen forearm 3 months ago after a fell. The swelling has already been subsided but the limitation of range of motions persist.</p>,essay,1,0,2018-12-12 20:57:17,2018-12-12 20:59:14
514,BE191218-PED3,<p>A one month old baby was brought to your clinic with bilateral crooked feet. The baby had a normal pregnancy and delivery. The baby is aterm and body weight is 3000 gram. Apgar score was 9/10.</p>,essay,1,0,2018-12-12 20:59:32,2018-12-12 21:03:57
515,BE191218-PED4,"<p>A 5 year old boy came to your clinic with painless, tilted neck since birth. There is no history of cervical trauma or any seizures. The tilted neck was not progressive, the deformity grossly stayed at the same level of severity.&nbsp; The patient can play, run and jump as like the other children of his age. No treatment had been employed before</p>",essay,1,0,2018-12-12 21:04:25,2018-12-12 21:08:03
516,BE191218-PED5,<p>A four year old boy fell when playing football. He had been limping since 6 month beforehand. There was no history of significant trauma before.</p>,essay,1,0,2018-12-12 21:08:26,2018-12-12 21:13:14
517,BE191218-MST1,"<p>A 15 years-old male complaining lump on his right knee since 2 months ago with moderate pain. He was admitted to hospital for establishing the diagnosis. X-ray, laboratory and biopsy examination was performed two days ago. Hb: 8,0 gr/dl, WB: 9.000 gr/dl, ESR: 40, ALP: 250, LDH: 300</p>",essay,1,0,2018-12-17 01:34:42,2018-12-17 02:03:12
518,BE191218-MST2,<p>A 50 years-old female with moderate pain on the right arm since 6 months ago. She had a history of breast carcinoma 3 years ago and finished chemo-radiotherapy cycle 2 years ago. She comes to the hospital for follow up check-up and the doctor was found a lesion on her humerus from the x-ray.</p>,essay,1,0,2018-12-17 02:04:24,2018-12-17 02:07:59
519,BE191218-MST3,<p>A 9 years old boy complain pain the left lower leg for three months. There is no history of trauma. An axial cut of CT scan of lower leg and biopsy result was shown on the figures above</p>,essay,1,0,2018-12-17 02:10:03,2018-12-17 02:18:18
